id,short_id,text,text_embedding,entity_ids,relationship_ids,covariate_ids,n_tokens,document_ids,attributes
9bf8f3b7-0602-4046-aad6-3d027630307a,10,"rence in Statically-Typed Partial Code
袁志强
理论成果
……
人工智能编程（赋能C语言）
黄箐/刘晨华/程煜
核心论文6篇
应用论著1本
国际会议2次
技
术
成
果
理
论
成
果
科技服务效果显著，业界专家高度认可
陈芬儿院士
有机化工原料药制造专家
中国工程院院士
江西师范大学校长
“由Sapper创造的智能体可以
通过自动化和优化算法，解决传统化
学合成生产中的效率、产量和安全问
题，有助于‘微纳’技术的实现。”
宋德雄厅长
江西省科学技术厅党组书记
江西省科学技术厅厅长
“Sapper平台的发布不仅标
志着江西在人工智能领域的自主创
新取得重要进展，同时也是主动对
接江西省‘1269’行动计划，推动
产业高端化、智能化的重要体现。”
夏鑫主任
浙江大学博士
华为软件工程应用技术
实验室主任和首席专家
“Sapper平台通过
数十家权威媒体报道 各大学术论坛广泛关注 累计点击量百万次
语言智能研究中心揭牌仪式
AI灵魂伴侣
AI服务创新工厂
   基于LLM的AI链构建工具
澳大利亚Data61联合出品
高校科技成果进园区
全新人工智能交互方式
       千",,,,,,['e209370b-f0ee-4238-a24b-dc2d0a4aef12'],
005f1f21-d3a6-4c12-b903-fba3081c2dcd,11,"帆平台
        GPT
      Builder
       扣子平台       Sapper
企业和开发人员
所有人
需要一定技术
所有人
自然语言
自然语言
自然语言
自研甚高级语言SPL
用户手动编写
用户手动编写
用户手动编写
AI虚拟软件工程师辅助
不支持
不支持
不支持
支持逐步控制
智能体输出
可移植但繁琐
不可移植
可移植
可移植
抖音
核心优势
更广
更快
OpenAI
百度
更可控
更自然
更轻松
相比于国内外知名智能体开发平台，Sapper平台更具创新性和竞争力
c
公职人员
公司员工
教师学生
专业用户群体
使用反馈
c
ü 软件系统部署
ü 服务维护
ü 智能体定制
业务构成
软硬件支持
产品售买
c
高校组织
办公软件企业
B端客户群体
市场份额：338.79亿元
年复增长率：14.3%
市场份额：934.4亿元
年复增长率：15.93%
基于操作
软件系统部署
100,000元/套
服务维护
20,000元/年
智能体定制
1999元/个
注：产品定价参考微软旗下的 Power BI Embedded 产品、其他提供自动化办公插件服务的相关产品，
以及百度智能云千帆",,,,,,['e209370b-f0ee-4238-a24b-dc2d0a4aef12'],
4648c025-2e91-44e6-b744-0943d3bc6bcf,12," AI 原生应用商店，结合具体情况进行调整，以确保在市场上具有竞争力
产
品
定
价
c
云服务供应商
特定功能API供应商
硬件供应商
上游供应商
百万粉丝博主宣传
曝光量
网络平台宣传
全网相关视频播放量
主流媒体报道
获江西卫视报道
高校试点合作
线下合作试点
AI学术交流
参与多场AI学术交流会
校园推广
举办多场校园讲座
线上线下多维营销助力商业推广 推动AI技术走进千家万户
成功在多家高校教育机构开展试点应用，挖掘场景需求
c
为江西科技学院定制智能体“程小明”
满足编程课程建设
c
47%
32%
10%
11%
非常满意
基本满意
可以接受
有待提升
相关课程平均评分
72.8分
88.6分
使
用
反
馈
满意度调查
c
江西师范大学语言智能研究中心
合作内测
实现将智能体植入数字人
实现将智能体嵌入口语机器人
实现将智能体嵌入现有系统
团队成功探索AI智能体
移植现有软硬件新途径
学前 课堂意义阐述
学中 课堂效果展示
学后 全天在线辅导
应用证明
使用前
使用后
基于操作
初步集成进蓝凌MK-PaaS平台
中国最大知识化厂商
基于操作
定制AI智能体助力蓝凌知识管理业务
团队定制知识管理",,,,,,['e209370b-f0ee-4238-a24b-dc2d0a4aef12'],
e8517146-0a66-40e9-ad6f-f6bb512f4a80,13,"
AI智能体帮助蓝凌
解决企业难题
基于操作
Sapper插件在MK-PaaS月访问量5000+
系统总数
532
接口调
用量
2,368
接口
总数
862
调用成
功率
52%
连接流调
用量
6,768
连接流
总数 
260
调用成
功率 
26%
与国内知名自动化办公软件厂商”蓝凌”达成战略合作，触及百行千业
Sapper与蓝凌达成战略合作
预计触及钉钉等各类公司
c
c
预计2028年营业收入超9000万元  市场前景广阔
营业收入与净利润预测
经济效益分析
83.62
247.47 
1854.32
6702.68
9487.41
20.58 
44.40 
569.31 
2758.80 
3713.05 
0
1000
2000
3000
4000
5000
6000
7000
8000
9000
10000
2024年
2025年
2026年
2027年
2028年
2024-2028年营收预测
营业收入
净利润
单位：万元
5724.78万元
投资净现值
5424.78万元
投资回收期
2.37年
团队主要成员
20%
创始人
51%
利润率
25%
投资报酬率
68.36%
c
资金",,,,,,['e209370b-f0ee-4238-a24b-dc2d0a4aef12'],
5dd9c839-0979-496a-b2ea-d306c00b20e6,14,"用途
技术研发
40%
场地设备
20%
人才招聘
15%
营销推广
15%
公司运营
10%
c
创始人
联合创始人
团队主要成员
团队主要成员
6%
创始人
80%
联合创始人
14%
创始人
联合创始人
团队主要成员
释放股份
联合创始人
9.8%
创始人
75.8%
团队主要成员
4.4%
释放股份
10%
团队预计2024年9月成立公司 2026年计划融资4000万 拟释放10%股份
股权结构
以第一作者在CCF-A类顶级
学术期刊TOSEM发表论文
与浙江大学等顶级学府共同
合作推进Prompt Sapper项目
负责人/CEO
计算机科学与技术专业
程煜
负责团队管理与项目运营
一篇CCF-A论文在投
申请发明专利一项
曾获江西省程序
设计大赛一等奖
技术总监
计算机科学与技术专业
刘晨华
负责项目核心技术攻关
两篇CCF-A论文在投
曾参与多个大型项目的开发与实施
开发总监
人工智能专业
吴贻顺
负责项目技术支持与维护
一篇CCF-A论文在投
中国大学生计算机设计大赛省级三等奖
营销经理
数据科学与大数据技术专业
刘扬
负责客户定制化需求与市场营销
“工行杯”金融科技创新大赛赛区优胜奖
财务总",,,,,,['e209370b-f0ee-4238-a24b-dc2d0a4aef12'],
736e8839-088b-4b2e-8759-7eac52c6889d,15,"监
工商管理专业
罗甜
负责公司财务管理与战略规划
湖北大学生影评大赛全国三等奖
创意总监
广播电视编导专业
杨斯毅
负责公司产品宣传与广告设计
邢振昌
CSIRO 高级首席研究科学家
&SE4AI团队的科学负责人
在全球最活跃的软件工程
研究人员中排名第五
技术顾问
Daniel Sun
商业顾问
上海市科委支持的专家/人才计划
CSIRO 科学顾问
NEC日本研究经理
李戈
行业顾问
北京大学计算机学院长聘教授
教育部长江学者 CCF软件工程专委会秘书长
国际上最早从事基于深度学习的程序理解
与生成研究并取得代表性成果的研究者
推进教育、科技、人才 三位一体 协同育人 产教融合
协同育人
产教融合
创新驱动
多学科 多领域人才共建实践教学基地
已培养
硕博高精尖人才
与高性能计算江西省重点实验室合作
近五年发表顶级论文
依托江西师范大学
编写
打造
c
ü 提供教育实践基地进行专创融合
ü 技术支持专利、数据开发等
计算机信息工程学院 AI研发
c
ü 技术支持Sapper运用软件
ü 提供平台维护和运营
软件学院 软件设计
c
ü 以Sapper作为核心案例分析
ü 商业与计算机信息技术相融合
商学院 ",,,,,,['e209370b-f0ee-4238-a24b-dc2d0a4aef12'],
019287cf-52b9-411a-8380-dcbe03f1b6a8,16,"市场营销
c
ü 提供创新创业培训
ü 助推项目商业化落地
创新创业学院 大数据营销 
产学研基地
校企联合
科研院所
定向
培养
技术
培养
综合       培养
市场导向
产业导向
产学研深度融合 为助推AI发展提供 400+人才 创新复合型人才培养模式 
与
等高校
依托
“瑶湖众创”践行创新教育
联合定向培养 共同助推人才成长
与
合作 共同研讨技术开发
探索高校学子与行业人才双向交流机制
实现资源共享和优势互补 推进技术发展
ü 开展讲座共计23场
    参与人数达3000+
ü 参与科技文化节10+次
    了解人数达9000+ 
ü 参加学术交流会6次
ü 协助院校累计20+创新项目
响应号召，夯实数字化产业 积极推动，守护普罗百姓福祉
c
c
技术开发人员：10+
公司预计带动就业
产业预计带动就业
数据分析人员：10+
市场营销人员：9+
数据分析师
600+
技术开发人员
680+
运营支持人员
420+
客户支持人员：8+
助推AI产业落地，加速中国AI建设
人
 
工
 
智
 
能
 
体
 
创
 
设
表单提示
创建需求
智能预设
描述需求
分步构建
逐层优化
即时调试
快",,,,,,['e209370b-f0ee-4238-a24b-dc2d0a4aef12'],
c09f954f-1922-4d09-9eb6-b9cbc3fcdc9f,17,"速构建
扩大就业渠道，增加就业岗位
赋能复杂场景，普惠普通人民
响应号召，推动数智赋能  引领科技，促进经济发展
c
c
紧扣国家人工智能发展政策
人工智能助力复杂专业领域
响应1269行动计划，江西走在前列
提出“1269”行动计划
政策支持AI场景创新
Sapper秒创AI，促进产业高端化
Sapper试点接入系统
工作效率
人
机
协
同
大
数
据
驱
动
跨
界
融
合
工作质量
企业效益
软 件
代
码
建立合作
与云服务和硬件供应商建立紧密合作关系
市场推广
初步进入高校和办公软件企业市场
研发产品
开发Sapper平台核心功能，满足B端客户需求
2025年
2026年
2027年
市场拓展
深入企业市场，运营社区平台
扩大客户基础
吸引更多B端客户，扩大市场份额
产品优化
基于反馈优化平台，增加个性化服务
提升粘性
持续改进产品，增强用户满意度
完善生态
建立智能服务生态系统，推动整体竞争力
扩展C端
提供个性化AI服务，拓展教师、公司员工等C端用户
Sapper
",,,,,,['e209370b-f0ee-4238-a24b-dc2d0a4aef12'],
41567703-f234-4d18-a401-9b90959adc62,18,"需国家层面协调事项的报告
上饶市科技局

近年来，全市科技系统在市委市政府的坚强领导和省科技厅的正确指导下，大力实施创新驱动发展战略，围绕创新型上饶建设，深入贯彻省科技创新“5511”工程，扎实推进市科技创新“2211”工程，现将具体情况汇报如下：
一、科技创新工作情况
第一，高新技术企业和科技型中小企业快速增长。2017年新认定高新技术企业100家，高新技术企业总数达186家，同比增长86%，净增数位居全省第三，增幅位居全省第一。。入库国家科技型中小企单223家，获批江西省科技型中小微企业83家，科技创新为经济发展注入了新动能。
第二，科技创新平台（载体）亮点频显。创新载体方面，2017年新增省级高新技术产业园区1家（德兴），全省12家省级高新技术产业园区中，上饶5家（万年、余干、广丰、弋阳、德兴），位居全省第一；共有国家级高新技术产业化基地2家，分别是光伏和光学国家高新技术产业化基地。此外，上饶高新技术产业园区（广丰）申报国家级高新技术产业园区，已通过省政府审核上报国务院审批；玉山经济开发区申报省高新技术产业园区，已完成省科技厅前期审核，待省政府审批；铅山工业园区已启动省高新技术产业园区申报工作；上饶国家",,,,,,['200c6e0c-664a-417f-a0d3-155395228ca4'],
aa29a95b-254e-4cde-bad7-65df661ab453,19,"新能源汽车高新技术产业化基地已报科技部审批。创新平台方面，全市共有省级工程技术中心18家，位居全省第三；国家级星创天地5家，位居全省第三；省级节能减排科技创新示范工程21个，省级科技企业孵化器5家，国家级众创空间1家，省级众创空间14家，市级众创空间40家，省级生态文明示范村3个，国家级农业科技园区1个，省级农业科技园10个，省级鄱阳湖生态农业示范基地2个。
第三，科技自主创新能力不断增强。2016年，全社会科技研发R&D投入10.28亿元，同比增长55.8%，增幅全省第二，其中企业研发投入10.13亿元，占全社会研发投入98.5%。2017年，全省11个重大研发专项上饶获批2个；组织申报省级重点新产品项目49项，8个省重点新产品项目通过专家验收，其中1个获评国际领先，2个获评国际先进，3个获评国内领先，2个获评国内先进。江西新金叶《含铜危险废物资源高值化绿色利用关键技术及产业化》荣获中国产学研创新成果二等奖，晶科能源分布式光伏屋顶高效低衰减全黑光伏晶体硅电池组技术荣获全省科技进步二等奖；索普信实业叶想发获评国家“万人计划”科技创新创业领军人才，纳宇纳米李翔获评省“科技创新杰出青年人才”。
第四，专利申请与保",,,,,,['200c6e0c-664a-417f-a0d3-155395228ca4'],
ce8f6f78-bc0f-4273-9a62-95c21e495f32,20,"护力度不断加大。2017年全市申请专利5251件，同比增长36.1%，授权专利2484件，同比增长32.5%。圆满完成上饶市首届专利奖励评选工作，对评选出的10个获奖项目给予每个项目5万元奖励。“江西中科知识产权联合交易中心”获得省知识产权局批复同意，筹建工作有序推进。广丰区、万年县和上饶县被国家知识产权局确定为国家知识产权强县工程试点县，广丰区、玉山县获评全省专利进步十强县。全市荣获2017年度国家知识产权优势企业2家，荣获第十九届中国专利优秀奖1项。上饶市第五小学获批江西省中小学知识产权教育试点学校。
第五，科技对外合作交流不断深化。2017年，上饶市江西中科科技创新发展研究院，万年县江西省环保产业技术协同创新研究院，广丰马家柚研究院等一批新型研发机构相继挂牌运营。全市获批省青年基金、科技协同创新体、发明专利产业化示范、自然科学基金、科学成果转化等各类项目26项，立项金额1075万元。对全市各地省级农业科技特派团及其成员进行了调整选派，科技特派团总数由2016年的26个增加到45个，科技特派员人数由172人增加到409人，科技扶贫力度进一步加强。
二、需要国家层面协调事项
1.上饶高新技术产业园区申报国家",,,,,,['200c6e0c-664a-417f-a0d3-155395228ca4'],
982e5b9f-abc5-4fe0-8965-df86d7cd0543,21,"高新技术产业园区
全省国家级高新技术产业园区共9个，11个设区市中目前仅上饶和萍乡没有国家级高新技术产业园区。我市上饶高新技术产业园区申报国家级高新技术产业园区已上报国务院，现国务院已转科技部审核。国务院办公厅今年4月28日印发《关于对2017年落实有关重大政策措施真抓实干成效明显地方予以督查激励的通报》（国办发〔2018〕28号）文件中，激励措施“十二、实施创新驱动发展战略、推进自主创新和发展高新技术产业成效明显的省（市）”，江西被划入“优先支持其行政区域内1家符合条件且发展基础较好的省级高新技术产业开发区升级为国家高新技术产业开发区”。为把握当前有利时机，特恳请中央挂职干部协调上饶高新技术产业园区申报国家高新技术产业园区有关事宜。
2.上饶经开区申报上饶国家新能源汽车高新技术产业化基地。
汽车产业是江西省重点产业之一。省委、省政府明确提出将上饶经开区建设成汽车产业高度集聚的特色产业区，在《加快发展新经济培育新动能的意见》提出要“大力推进上饶新能源汽车基地建设”。上饶新能源汽车高新技术产业化基地现有汽车企业60余家，主要有江西博能客车、汉腾汽车、中汽瑞华、爱驰亿维、腾勒动力等新能源汽车企业及相关配套企业。目",,,,,,['200c6e0c-664a-417f-a0d3-155395228ca4'],
e25d59d3-1ea1-40b7-8d58-e2c02ce55c7b,22,"前，上饶经开区申报上饶国家新能源汽车高新技术产业化基地已完成科技部实地评估，特恳请中央挂职干部协调上饶经开区申报上饶国家新能源汽车高新技术产业化基地有关事宜
3.众创空间、科技企业孵化器等国家级创新平台的申报。
全市现有国家级众创空间备案1家，省级众创空间14家，省级科技企业孵化器5家，特恳请中央挂职干部协调更多创新平台申报国家级创新平台，尤其是在国家级科技企业孵化器上能够取得零的突破。",,,,,,['200c6e0c-664a-417f-a0d3-155395228ca4'],
