id,short_id,source,target,type,name,weight,description,description_embedding,text_unit_ids,document_ids,attributes
44a0ae29-45da-407f-9e00-d021a4f9901a,2429ef64-1798-4fb7-a5f3-eb3e11712c02,33987f5b,67dbdfdb,提出,教学方法,1.0,,,"[""db95f772""]",,"{""source_id"": 0}"
9ee2b7f3-98a9-4268-bd07-43cf0b2de5e0,d8ddea67-decf-4d92-a2f7-d4821cce01f5,2218b7ee,ac00928f,强调,教育学专著,1.0,,,"[""02288f64""]",,"{""source_id"": 0}"
99afcd58-27c6-4636-8f84-cdab020dd245,e5e0de6c-8382-46b2-a4ca-1f2ad025c071,49b8b563,77e9580a,形成,萌芽时期,1.0,,,"[""d6433c9b""]",,"{""source_id"": 0}"
3a1eb21f-16c6-458f-8649-25509939d240,83e6159c-b0dd-41f1-ba04-896c32467019,63d0a2c3,05daf421,源自,设置,1.0,,,"[""6b20f7a7""]",,"{""source_id"": 0}"
9b070f9d-c91e-4c5d-8c8e-2b371b46070b,8f9b9beb-0d87-42c2-942f-14f2a19b8a29,c3f94203,cad8d7c7,强调,形成,1.0,,,"[""4f4415e6""]",,"{""source_id"": 0}"
8ac63e4f-5c11-4bdf-90a0-9cda6bd01b35,9528dcf2-bf64-4fd7-9d38-da3557fe8934,367dce96,73af06d6,强调,形成,1.0,,,"[""5ad372ad""]",,"{""source_id"": 0}"
319e9da4-2731-409d-aadd-99ed0158f05b,f6000be2-34c5-4566-8d5c-1737dd6a86c7,dcf8c467,41cb3dd7,并重,教会,1.0,,,"[""9730241c""]",,"{""source_id"": 0}"
da0bd0c0-5b61-41ae-8e78-a195acaac046,7c978387-0f35-41b4-9406-48dbf8925989,7ef55117,886a4631,提出,教学论,1.0,,,"[""c69b0165""]",,"{""source_id"": 0}"
44161ba3-7d32-49d4-a24d-d7c846b6d39c,4184cf04-2151-4c12-a94e-24d04570083f,870c6586,e489d82f,提出,教学论,1.0,,,"[""554fe24b""]",,"{""source_id"": 0}"
7bbf36f5-be7f-4219-a716-a4bdf2da17bc,5db06823-f5a8-4e23-97d3-4f50b127fe2f,1107c17b,1b4b5dd4,强调,强调,1.0,,,"[""e3747ed2""]",,"{""source_id"": 1}"
e3eccda9-6332-40b6-b1f3-9b93f4e3b092,89b4d547-2d89-44bf-8f08-853b7497486d,eed0e4c4,4efb600c,提出,出版,1.0,,,"[""04bd8a53""]",,"{""source_id"": 1}"
10d13f29-ee08-4f6b-a765-6313173105b3,370f3fb0-efb9-46ed-80a3-ad9554e2d95b,41994ad3,066efa46,提出,推动,1.0,,,"[""30cea688""]",,"{""source_id"": 1}"
8c6f1cc9-dc80-4d35-8dcc-1d1c92c19ebe,0c2afa9a-75c8-46cf-9fe8-e74f86319184,db1a6dc7,30d4923b,提出,出版,1.0,,,"[""8b62f05b""]",,"{""source_id"": 1}"
55ce0f87-0e17-4b82-8455-083c14898871,1b30f033-a0e6-44de-8281-482799062a72,d7ac7853,14723d22,提出,出版,1.0,,,"[""dfac325f""]",,"{""source_id"": 1}"
c409d180-5e14-4897-869d-2eabc37502bc,3764960d-1006-4bf4-bb0c-8862554481b3,06bf0633,97d2f852,提出,建立,1.0,,,"[""f174d37d""]",,"{""source_id"": 1}"
95d3e883-6841-4c59-8bb5-e54d637d6195,70295e2a-8a12-468f-8e1f-47c0594dbbfa,c39993d3,e3b8f46f,源自,诞生,1.0,,,"[""a99bde3b""]",,"{""source_id"": 1}"
74893985-7f1b-4045-9071-82b29f77b10f,802c9cc4-ccf0-4ba5-b6a3-cdad6a5b1c97,bc225233,5b65c6dd,关联,代表,1.0,,,"[""08366f60""]",,"{""source_id"": 1}"
cb90f4f6-4374-44d0-a6d4-1d89e2513d3a,4a5eb61e-cd40-4fc0-beb8-b1b742255aa4,2d0f5080,d82731fa,提出,提出,1.0,,,"[""eb5e50cf""]",,"{""source_id"": 1}"
482e6e4b-249d-481d-af75-0abc35ddbc9f,ee71d121-629e-4a1b-84d2-8338cfbe4a8e,21dc7311,2e27b072,提出,提出,1.0,,,"[""910bd3a0""]",,"{""source_id"": 1}"
f5284cea-48b2-4a2c-ba1b-179a84e6b7ee,3f7df5a3-ab83-4253-b8ec-7570bab84caf,f05cce27,3cf705f5,关联,包括,1.0,,,"[""f237469f""]",,"{""source_id"": 1}"
e54dd3da-e5a1-4134-8db4-311db0dee761,e8708fad-9151-4c50-8ab4-dad322405f6a,f05cce27,a911ed55,关联,包括,1.0,,,"[""69f06b91""]",,"{""source_id"": 1}"
7bfbe61f-aee3-415c-a896-8dda4d29e576,66c91fb4-fda9-47e5-ad7e-3119317fbcad,f05cce27,031a1c29,关联,包括,1.0,,,"[""02b1788c""]",,"{""source_id"": 1}"
dcab4877-056c-468e-8e8a-d5f09915c319,fc74f86c-3ff9-4449-a973-e14c2086c56f,83b7be30,9b7e600d,强调,强调,1.0,,,"[""6bf03456""]",,"{""source_id"": 1}"
0171f678-747a-46d4-81f3-60f15fe43780,6de22dd2-0c03-422e-95ed-c1ac41c80253,83b7be30,51ee17e5,强调,强调,1.0,,,"[""7c2a5744""]",,"{""source_id"": 1}"
25dfe8f2-5479-41e6-9f02-33c574595381,a1729d8c-cee2-4b21-b77f-6854b8a22557,83b7be30,da25f948,强调,强调,1.0,,,"[""2ad91e67""]",,"{""source_id"": 1}"
456d8af7-f1ed-4358-b8ae-79e12fc0f26e,fa4180e8-c1a9-496b-ac70-d8a67b634149,33d67057,63c8a39d,源自,源自,1.0,,,"[""7cf1e55f""]",,"{""source_id"": 1}"
89e5367a-510f-4e0d-83c6-8fd9c2208aa1,b59b435f-6170-4909-9343-93129f093cbc,33d67057,370fd39e,强调,强调,1.0,,,"[""8b195b54""]",,"{""source_id"": 1}"
dda771c5-c6ca-4286-a492-8edfd94539cb,4fa64917-571d-4b44-a6fb-96c4d448de21,4dfef6aa,da9b82bb,提出,提出,1.0,,,"[""cfd72025""]",,"{""source_id"": 1}"
cffa66eb-f48d-4dd0-9b98-0e3ff3bf0e5c,bfcd8e3e-f07a-4757-ad76-70b26823ea54,8e92e37c,e26e74c0,提出,提出,1.0,,,"[""b04c9742""]",,"{""source_id"": 1}"
f4ba47e0-a87a-4bba-b1b8-b4483ce16c32,e0f67548-cf21-4f38-9030-dd7c97a45c53,2f042d03,7929245a,提出,提出,1.0,,,"[""6c9d37d5""]",,"{""source_id"": 0}"
3dc3bf3d-4798-464e-b938-018bee049f82,f5905ab5-dd16-41b0-9ec0-91f9718f9356,77e6d4c4,2f042d03,提出,提出,1.0,,,"[""c977dce6""]",,"{""source_id"": 0}"
fb6446b0-a57c-4419-9d27-e77166d6c0a7,6c9b29ac-dee6-4588-acc4-8d4e4bae811f,39eb74bb,49c0d705,源自,引起,1.0,,,"[""e8015255""]",,"{""source_id"": 0}"
566dbbf2-caeb-444c-ab0a-2fc2bcc1a045,900cab4c-b035-4f40-8084-ffd2cabcad8f,de4b3680,49c0d705,源自,发生,1.0,,,"[""eacaba97""]",,"{""source_id"": 0}"
e350ee7d-0eef-43cd-b6cb-eef50e30ecd8,3220a2f7-a571-4937-8588-da6546004db1,a6415476,54d86f66,并重,包含,1.0,,,"[""ed665b63""]",,"{""source_id"": 0}"
e47d2b86-21b1-4005-9258-7086efc4f409,a4c4405b-e150-4769-a67e-cff7543dad3b,2f042d03,6fdc32ea,强调,是,1.0,,,"[""8b376b86""]",,"{""source_id"": 0}"
16ae54c9-7a0a-4e14-bf1b-c40706345909,7251b3ce-8873-4de6-bd81-e837ad224567,6fdc32ea,a9711e6e,强调,是,1.0,,,"[""3823bf20""]",,"{""source_id"": 0}"
c1abc904-4d9f-4ae5-9b21-fb660e5b5e79,57c6779e-b75b-4fef-aedd-255bf289d410,95545782,73c59a6e,强调,是,1.0,,,"[""8698725e""]",,"{""source_id"": 0}"
d5ded96c-e47c-49c5-b155-c3f4ee2b7e0b,86b720af-29b2-422a-ae20-615ef9b6957a,2f042d03,97128690,并重,是,1.0,,,"[""ae0fe9e0""]",,"{""source_id"": 0}"
b93b8b1d-bfb5-4a79-859c-88c9ba108a8a,f1f8e02e-c693-4c1e-b355-1b64288f5b28,2f042d03,b95cad02,并重,是,1.0,,,"[""eb17443c""]",,"{""source_id"": 0}"
506e2497-1473-4746-a9bc-890372f208a3,555fe6e9-aff6-4a4e-b987-a541039e630e,da0669e9,b95cad02,并重,是,1.0,,,"[""11af61be""]",,"{""source_id"": 0}"
2fc56b89-b3b1-40ad-88a5-07152fc315f3,1eba0679-4812-4cf2-9a1a-ed66abb8bb02,ceebd039,551a7c18,并重,是,1.0,,,"[""9f8de190""]",,"{""source_id"": 0}"
ded77f51-899e-49be-ac9e-332f5c1fb91a,674da906-fc0c-4951-9fe6-1ef1e8da8433,4f64eedc,21dcfb58,强调,是,1.0,,,"[""9b923543""]",,"{""source_id"": 0}"
075481e1-faf4-4b2d-8f1b-83861b2fee72,cdbabb7e-5faa-4c4e-b526-5852b66b377c,da8189d4,664d917f,关联,关联,1.0,,,"[""f3cf4fd0""]",,"{""source_id"": 0}"
ac76efd9-4951-4af3-9db0-a162df034c2d,e48eb5b9-8f8a-42ab-bb65-24f711ca7ddb,a3466094,81ade0c9,是,是,1.0,,,"[""ec7c658b""]",,"{""source_id"": 1}"
27f99472-22df-4ae6-bb7c-62db57797de9,be51e6f8-d72e-4aa3-9e79-468a3a174e8f,81ade0c9,6e9ed129,强调,强调,1.0,,,"[""69b30b7f""]",,"{""source_id"": 1}"
72774741-106a-4f13-9a8e-d95047c3fe1e,1e982378-9e1b-414d-8922-fd884e23edcb,9da36cab,32821871,是,是,1.0,,,"[""b28758f4""]",,"{""source_id"": 1}"
c46e94c4-7c59-4da4-96e5-056fe3d98a51,5d790705-cba9-487c-83ff-172b851c95b4,9da36cab,525c8fea,是,是,1.0,,,"[""b61df611""]",,"{""source_id"": 1}"
3591acff-7a88-4605-83f6-d01621ce1597,20a4409f-843c-4dff-aa33-bdf870d04e83,58d0eca5,203610dd,出版,出版,1.0,,,"[""a6537971""]",,"{""source_id"": 1}"
7f4872d1-6706-4010-b4bb-85a0f4f12e9b,ae74c11d-c5ab-486d-84d3-a3d77cc28dec,58d0eca5,203610dd,提出,提出,1.0,,,"[""6a9bb340""]",,"{""source_id"": 1}"
5ebe0632-65ce-4149-91df-7348815f123b,02966b64-24a9-4786-93df-544900cd66d1,1b82d3f2,2f5db370,分成,分成,1.0,,,"[""a9f14a44""]",,"{""source_id"": 1}"
532152fb-e305-44bc-8ed7-ae8e40c0a263,15e94d1f-e2ec-41c4-9b41-631b6a960b33,2f5db370,724c68c2,分为,分为,1.0,,,"[""711e33f1""]",,"{""source_id"": 1}"
5594543e-6409-4d48-b857-3f992acc02ed,d08f6b13-50ca-4f54-9c96-be57f67cb0e0,2beab13b,3a340b48,修订,修订,1.0,,,"[""2f8fc1e3""]",,"{""source_id"": 1}"
f350ebb0-ff3a-4169-9b5c-a3e3cd68dd7f,b27177b3-a127-468d-bb4b-fd9eebb66a51,1b2cdab6,06942223,提出,提出,1.0,,,"[""f82e32f9""]",,"{""source_id"": 1}"
0a249c1c-1482-432f-af5f-e1c524dfd58f,58ee3b97-6c3c-41d0-8575-dc50441234a4,8d1a242f,1b1d9fae,提出,提出,1.0,,,"[""111e45b5""]",,"{""source_id"": 1}"
c799155f-dcd4-48e7-8eb7-42603d4e9c09,e5dcc44a-14b8-4c8a-bffa-03107d880cc8,dbabc73a,0e6f1864,属于,属于,1.0,,,"[""f35f5c4c""]",,"{""source_id"": 1}"
b0852f32-c950-400f-b4dd-4a69353016d5,4557d596-3fb9-4026-ad37-6170c8339505,c4688e55,d73ad5d1,分成,分成,1.0,,,"[""6e64b987""]",,"{""source_id"": 1}"
2a51927d-4c07-4ab5-8d98-2f345311fa19,1a5ac806-3b22-4660-9424-434fc56d6d84,28997355,b659d955,形成,形成,1.0,,,"[""fd1e1d7c""]",,"{""source_id"": 2}"
8f3935d0-94b3-4bdc-b313-60ca5911ac79,55616f3c-c198-4df6-982c-f09002a6df89,21b26e6b,7302c38c,是,分为,1.0,,,"[""2da23c00""]",,"{""source_id"": 2}"
6a66d8f6-426f-45ac-85dc-f3b0266313b9,28cd0b68-fa3d-4886-a8cf-6682365d6c0f,b659d955,7302c38c,使用,用于,1.0,,,"[""a6d4898c""]",,"{""source_id"": 2}"
dbabe3be-a8d8-4f00-92c4-4a5acf7bbc02,61e87a88-60f6-494f-8fc9-db4c426472cd,a914880a,d5495923,使用,用于,1.0,,,"[""1b4dfb2d""]",,"{""source_id"": 2}"
b3aa132b-183a-4bd8-8a57-698e4e8ae338,82190070-6ba2-4705-888b-964f888132a4,139ca4c5,7c3f3934,使用,用于,1.0,,,"[""c9d63ed3""]",,"{""source_id"": 2}"
71f4497b-c667-45f2-8327-315581ee403c,0503af66-01b4-4614-b6c3-67ed4911d5dd,ae4ad04a,31add6d5,关注,关注,1.0,,,"[""cb9e25b0""]",,"{""source_id"": 1}"
b6902ea9-7eb8-4ada-898e-d1b08dff35e2,534ff5ab-f9ed-4232-a0ce-1d9059fe57ca,ae4ad04a,0304b8ac,关注,判断,1.0,,,"[""001bf2d6""]",,"{""source_id"": 1}"
70f7a788-454c-4ecf-837d-828e9a3953c7,1686bba6-8778-4cc0-af6f-32b3e1e8424a,c54621a4,3d740446,演变,演变,1.0,,,"[""624dd2f3""]",,"{""source_id"": 1}"
dd442e09-47ad-4515-b874-afb1a92c7c5f,2b37073f-a57a-44cd-b8ba-065500e08776,a9c45a41,acbb34b2,体现,体现,1.0,,,"[""5af843ba""]",,"{""source_id"": 1}"
92dddd60-c3c9-4b65-a6a9-269989d68b5e,1ea9a9d5-f8cb-4613-82be-19aeb2724dc9,ecacd52f,46e29de0,外在的学习,外在的学习,1.0,,,"[""8c8ba79e""]",,"{""source_id"": 1}"
63b2b215-2d20-4911-9b7a-0bd5b8a1a8b3,51adc505-c7f6-4add-9a2b-5b7f64c3f782,d1dad51b,db92258a,转变,转变,1.0,,,"[""83e30fe9""]",,"{""source_id"": 1}"
3eedff74-09fd-480f-95e8-5a94f7559089,b9b4a089-4805-4a4b-8911-7ad7f89f6303,689e27f4,7163ee3d,是,是,1.0,,,"[""609371e6""]",,"{""source_id"": 0}"
e6682a29-8416-4718-ab3b-b7183cd18ae0,6b602df8-7833-43cd-8de0-a97ad8b5e15e,7163ee3d,3f105625,垄断,垄断,1.0,,,"[""34b23d10""]",,"{""source_id"": 0}"
4195aecc-db5b-42ed-8978-5720c2217d0c,6412354d-d068-4ee0-80ce-2d71a3dd6059,7163ee3d,aec459fe,体现,体现,1.0,,,"[""1747266e""]",,"{""source_id"": 0}"
baf1d0fc-1c01-48ea-a3c2-2429779f3405,ee4d53e3-37dc-4190-9801-07c2dd330dfd,7163ee3d,294848c7,忽视,忽视,1.0,,,"[""2f365890""]",,"{""source_id"": 0}"
a07c89c1-3988-4a39-8c7a-503e0c3366c0,872110b1-3d3e-4d60-8ed6-88e7c6084f4c,5e0ed1fa,04c9981d,开始实施,开始实施,1.0,,,"[""09df7e99""]",,"{""source_id"": 0}"
aa9c62f3-5209-4e76-a076-7117ca637e9d,988c8692-c629-4cde-8898-6f3b407c87b2,f25cb56a,1a8eca7a,是,是,1.0,,,"[""e7eebdc9""]",,"{""source_id"": 0}"
d46a7f50-2ed8-4a50-bed3-428bee0a1a78,a9307ad5-d89e-4fbe-aee9-8319e455877d,f25cb56a,5e0ed1fa,使,使,1.0,,,"[""f20099fc""]",,"{""source_id"": 0}"
5479010d-0da2-4831-b5b6-e1fac015b178,80250a96-f002-4d81-8e34-4125029f812b,f25cb56a,fb6bb712,影响,影响,1.0,,,"[""7619775c""]",,"{""source_id"": 0}"
a6874396-205f-4f0c-93a0-1589cac36d73,99d3429a-af51-4791-b9a7-23ef4a56c28f,f25cb56a,7163ee3d,超越,超越,1.0,,,"[""0261a53e""]",,"{""source_id"": 0}"
6410c610-7ee6-4b96-8c8f-6b6301602358,af7f23a9-c4fa-4a89-b86e-c25144838e39,f25cb56a,6e82b9f0,来源,来源,1.0,,,"[""ad1dda02""]",,"{""source_id"": 0}"
f0b7c4e1-c864-4313-b508-8a8a49cb86db,5b07525d-761b-43a9-bd8c-ed44aa90c86b,f25cb56a,d9181448,缺乏,缺乏,1.0,,,"[""018a544e""]",,"{""source_id"": 0}"
5dfc2961-faf6-461e-a882-72cccae4089e,8615837c-73aa-496d-8172-5c448f25ddad,f25cb56a,b6b04b43,缺乏,缺乏,1.0,,,"[""6f9041cc""]",,"{""source_id"": 0}"
16bc7133-3254-4e8b-91d6-08fa372e4c7f,bf3075dd-cd15-46d2-8251-a73fc825f5c9,6230ce57,0d3f98e3,源自,源自,1.0,,,"[""bb3b76f4""]",,"{""source_id"": 0}"
261ae1cd-d63d-49ca-8a92-92e994645eac,549bec94-a15e-4e07-bcf5-ca88e7b0de1d,6230ce57,f25cb56a,超越,超越,1.0,,,"[""909a552c""]",,"{""source_id"": 0}"
1be791c8-828d-4a1c-83c0-5fdcf5b559d1,d01741f8-8978-442b-9258-78d0d50cee23,ef261e1d,99823acf,创立,创立,1.0,,,"[""56fe36d8""]",,"{""source_id"": 0}"
488b5445-d717-49a5-9f9e-abc99491ba61,62a41fd7-1ec1-48d7-98bd-26275ce287cc,ef261e1d,7470828d,提出,提出,1.0,,,"[""71fd1540""]",,"{""source_id"": 0}"
33d1ea69-13ba-4b22-8ba3-6bc9158b13b3,69e12196-d1f6-4418-86d1-7c29d2a6b794,b72702d0,7470828d,具有,具有,1.0,,,"[""07c67178""]",,"{""source_id"": 0}"
09062513-e513-4443-8ee7-61ceae6bd554,173c5945-cfc7-473b-8dff-4d54aacc1a7a,6604eba7,a0ec781c,进入,进入,1.0,,,"[""1c0e7b9e""]",,"{""source_id"": 0}"
d67a9fd5-5741-45d0-a9af-3520718e98ea,10655c3a-2a84-4669-a209-31c0d888a5d7,b72702d0,7781ab73,包含,包含,1.0,,,"[""50f21976""]",,"{""source_id"": 0}"
1ccf4ffb-6577-4d2b-80a0-f30357eb0380,7dedc253-e2c0-4eb2-9c80-9712849f6cef,1390da06,e52cdf75,提出,提出,1.0,,,"[""93a5c58c""]",,"{""source_id"": 0}"
c00dca10-d4c3-4a7c-a27d-f9424c032c3d,033e46c2-3fab-4ce7-8b12-f2fff67e9241,4a195ef8,366dde54,提出,提出,1.0,,,"[""dadb6623""]",,"{""source_id"": 0}"
5b89473d-d62f-4083-9a53-83cf3fec5e1c,a86911f3-dc75-4891-be7a-3fa080647839,491fcf30,c3ec64fd,提出,提出,1.0,,,"[""36ff1c0b""]",,"{""source_id"": 0}"
c6e5522f-ea79-4547-85b0-a848b08e2328,d2062821-61e4-42ca-897d-d028b2d62479,6230ce57,13149187,分为,分为,1.0,,,"[""6791803f""]",,"{""source_id"": 0}"
9212f365-41e2-49e2-a709-49b02affcdb7,001aadc5-a66c-4799-bf13-05dea55981c1,13149187,f3c06192,具备,具备,1.0,,,"[""60a81198""]",,"{""source_id"": 0}"
d804d7ee-481b-45ec-b62d-059103bf51d7,2238178a-5e01-4761-9be1-611239d2c29e,78b30633,f3c06192,由,由,1.0,,,"[""ab3afbbf""]",,"{""source_id"": 0}"
b49cde6d-7f5d-493b-924f-6529a3c72952,3150e759-4ee3-49f2-a5a4-1fff24522cc5,61f6e812,d7e1f922,提出,提出,1.0,,,"[""d47c0a39""]",,"{""source_id"": 0}"
ff11d760-bc9b-4ae6-85d5-d933c50c51e2,b222aad1-4d27-4106-8ee4-bf3b8bebcd88,d7e1f922,55e3d4be,具备,具备,1.0,,,"[""8e94482b""]",,"{""source_id"": 0}"
21a4653d-8972-40af-9931-f94b3fed3a16,b38fa42d-cca9-4eb5-a77d-2a3dcd765762,b565591f,6230ce57,转型,转型,1.0,,,"[""d0613413""]",,"{""source_id"": 0}"
679ac7b6-b422-4a2c-bf48-2313a21e2360,bb92ffb0-cc52-4da7-8f20-04b9280ece3f,d6307152,85c2b73d,推进,推进,1.0,,,"[""880d54aa""]",,"{""source_id"": 0}"
1a891cfd-905d-4187-bcc2-ff680de8e3c8,29bad728-7516-4b46-94bc-1c408dd22291,6230ce57,85c2b73d,推进,推进,1.0,,,"[""87127e3d""]",,"{""source_id"": 0}"
c787c3db-318e-4b12-8474-9a0ca86db045,7f83349d-d55b-48ca-9082-a64936cb817a,d6307152,6230ce57,载体,载体,1.0,,,"[""cd1eec9a""]",,"{""source_id"": 0}"
67e21765-ebb5-4cca-85da-80b79f0cd531,4b2afba8-a6bd-4990-a105-f3861e125f03,80f86024,b72702d0,促进,促进,1.0,,,"[""b89ecaaf""]",,"{""source_id"": 0}"
c6a1ef0d-eb33-44f3-918c-5b20428229f1,47d9cc42-4d93-487f-846a-0e0598f9f92e,d84c16e7,ec2efc57,是,作为,1.0,,,"[""139a3e22""]",,"{""source_id"": 1}"
6dca31e5-3586-48ac-972e-c956329ebf37,942b9f94-d8c6-4b55-8722-5dab057863b4,c30c73e6,fa561645,结合,结合,1.0,,,"[""50e3a0a8""]",,"{""source_id"": 1}"
0a8d6caf-35de-4461-9bc9-4a158ae453c0,70c95df2-211b-4c07-99ab-25baaa0ed7cc,54e3acb2,d92d877d,技术,掌握,1.0,,,"[""ba2bacbd""]",,"{""source_id"": 1}"
dfe086aa-4a82-4df1-a9d3-d18b7d210dd5,3a8f4dd5-037e-4b2a-8e12-34ea0e16c65b,e5799641,d6402bfb,技术,掌握,1.0,,,"[""65688994""]",,"{""source_id"": 1}"
4e2a9b57-d2ce-4d37-b2bf-33e6dc7d182e,930c854e-e5c6-4684-9138-297d0a227108,54e3acb2,3222f603,技能,独立思考问题,1.0,,,"[""0c877cbf""]",,"{""source_id"": 1}"
3733e6a9-2819-4c50-a348-5e94097cc05a,5d81bf06-839c-4a75-b990-8a2eaf4a57c7,54e3acb2,d672e893,技能,提出,1.0,,,"[""47b61c43""]",,"{""source_id"": 1}"
d76d1573-7817-45a3-b65d-ee0508af1d6b,bffcede3-bc9e-41c6-ab2b-94784f0f0e48,54e3acb2,a7cdfa44,行为,回顾解决问题的过程,1.0,,,"[""220b5c78""]",,"{""source_id"": 1}"
8e8f9390-3e6a-4664-81a7-c2f6e286e267,b40aeb52-9e5a-4714-a8a8-2d403f4b886c,54e3acb2,38be0df4,教育活动,参与,1.0,,,"[""b0e3f2df""]",,"{""source_id"": 1}"
72e5d68f-e7b0-4da4-a315-9511471afb89,9709bc8b-f389-4bd8-85dc-50abc5dd26df,73291733,7a575df5,强调,强调,1.0,,,"[""ba5dc413""]",,"{""source_id"": 0}"
24ba94c7-2527-409e-b2f2-f859e08ce90d,9b68cba0-8d2e-4c5e-b60a-6b472cad79b7,eec6e373,9013d491,分成,分成,1.0,,,"[""cbca0df7""]",,"{""source_id"": 0}"
0d39ff48-e4ab-4363-be51-957554abc865,7bac19ea-2bf3-47f0-9db3-bb8eb1fc46be,9e60009a,9013d491,进一步阐述,进一步阐述,1.0,,,"[""c4fc19ef""]",,"{""source_id"": 0}"
eaa9b1e2-a1e7-483b-bdc5-ca97dc59e37d,85ff6ab9-cb08-451f-9d26-e532477cc4e9,9013d491,48f91cd5,展开,展开,1.0,,,"[""e76bac93""]",,"{""source_id"": 0}"
6671a1aa-9114-47df-820c-6a650dad5f6a,77730b5f-ae23-4c5f-b5b3-71d5e87b5199,04049c10,3b22cf12,颁布,颁布,1.0,,,"[""823f32be""]",,"{""source_id"": 0}"
95bfc6d3-a221-445e-8b88-269989ef8712,ebe1507f-efec-4f41-80ec-a2899a9e0cc2,04049c10,291c9298,实施,实施,1.0,,,"[""891ba1d8""]",,"{""source_id"": 0}"
9c873c7f-bac1-4e09-83e3-70fd9110befb,db797ea2-58f6-4f86-b8ac-9c1c1b48b11d,645a7603,03c3b807,颁布,颁布,1.0,,,"[""96350a56""]",,"{""source_id"": 0}"
